Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA INFANTIL FELIZ INFANCIA,35161385,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"VASCO JOAQUIM SMITH VASCONCELOS, 97 RUA. JARDIM DO LAGO. 13050-014 Campinas - SP.",(19) 33270536,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.9329304,-47.0834328
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RECANTO AZUL COLEGIO,35162024,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ETELVINA DE SALES ALVES, 6676 86106. JARDIM GARCIA. 13061-097 Campinas - SP.",,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.912173,-47.1025218
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BASICO DE CAMPINAS COLEGIO,35165037,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"BARTOLOMEU LOURENCO DE GUSMAO PADRE, 69 RUA. JARDIM CHAPADAO. 13070-044 Campinas - SP.",(19) 32130000,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8953567,-47.0923821
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DOMINIUS COLEGIO,35165050,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARTINS TORRES, 31 RUA. SANTA GENEBRA. 13080-510 Campinas - SP.",(19) 32080969,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.8561653,-47.065614
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAO E MARCELLA SEMI EXTERNATO,35166637,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ERNESTO NAPOLI JORNALISTA, 847 RUA. JARDIM PAULICEIA. 13060-072 Campinas - SP.",(19) 32281969,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9193989,-47.1034153
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MUNDO MAGICO ESCOLA DE EDUCACAO INFANTIL,35167150,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANGELO SIMOES DOUTOR, 536 540. PONTE PRETA. 13041-455 Campinas - SP.",(19) 32324284,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.92058155,-47.05419716
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PICOLE RECANTO INFANTIL,35167915,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FERDINANDO PANATTONI, 375 RUA. JARDIM PAULICEIA. 13060-090 Campinas - SP.",(19) 32278100,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9177918983623,-47.1044960618019
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO INTEGRACAO CAMPINAS LTDA,35169493,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ROMEU TORTIMA DOUTOR, 740 AVENIDA. JARDIM SANTA GENEBRA II BARAO GERALDO. 13084-791 Campinas - SP.",(19) 32895500,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8292868,-47.0745458
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,14 BIS ESCOLA,35169511,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FRANCISCO OTAVIANO, 329 RUA. JARDIM CHAPADAO. 13070-056 Campinas - SP.",(19) 32434525,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8852529,-47.0762279
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AZENHA BERCARIO E ESCOLA DE EDUCACAO INFANTIL LTDA,35169523,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"DOUTOR QUIRINO, 17521764 CENTRO. 13015-082 Campinas - SP.",,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.89948442,-47.059889
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BRINCANDO COM A GENTE ESCOLA DE EDUCACAO INFANTIL,35169535,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JORGE KRUG, 197 VILA ITAPURA. 13020-431 Campinas - SP.",(19) 32337422,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.89127,-47.06137
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FADA MADRINHA ESCOLA INFANTIL,35169559,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JULIA LEITE DE BARROS, 305 RUA. BARAO GERALDO. 13084-015 Campinas - SP.",(19) 32892701,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.81755011,-47.08938135
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SOMAR ESCOLA DE EDUCACAO INFANTIL,35170057,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MACATUBA, 56 RUA. VILA POMPEIA. 13050-443 Campinas - SP.",(19) 32281438,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9290033333333,-47.08703
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE EDUCACAO E RECREACAO INFANTIL AZENHA,35170136,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FRANCISCO DE PAULA OLIVEIRA NAZARETH, 1028 PARQUE INDUSTRIAL. 13031-440 Campinas - SP.",(19) 32739032,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.9177573230331,-47.0879459940336
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PATACOLA ESCOLA DE EDUCACAO INFANTIL,35170161,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RIBEIRAO BONITO, 516 RUA. JARDIM DO TREVO. 13030-120 Campinas - SP.",(19) 32723195,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9281544514369,-47.0741471243942
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LYON CAMPINAS COLEGIO,35172467,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"PROENCA, 1141 RUA. BOSQUE. 13026-121 Campinas - SP.",(19) 32527400,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.9103211,-47.0464787
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRESCER COLEGIO,35172510,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ITATIBA, 1427 RUA. JARDIM NOVO CAMPOS ELISEOS. 13050-545 Campinas - SP.",(19) 32671228,Privada,Particular,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.94189307,-47.10219284
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ABELHINHA RECANTO DE EDUCACAO INFANTIL,35175699,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"BORBOREMA, 189 RUA. VILA FORTUNA. 13032-320 Campinas - SP.",(19) 32425657,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9068631,-47.0863912
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESTILO INSTITUTO EDUCACIONAL,35176497,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA EDMUNDO PANUNCIO, 209 JARDIM APARECIDA. 13068-606 Campinas - SP.",(19) 32811756,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.85302141,-47.15975205
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SAN CONRADO COLEGIO,35179905,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO LEONE, 155 RUA. JARDIM ROSANA SOUSAS. 13105-530 Campinas - SP.",(19) 32584710,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.8849267,-46.9716506
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DOCTUS COLEGIO UNIDADE III,35185474,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"DOMINGOS MORO, 253 RUA. JARDIM CHAPADAO. 13070-026 Campinas - SP.",(19) 33685750,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.8938374,-47.0854596
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAES JUNIOR COLEGIO,35191991,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ARMANDO SALES DE OLIVEIRA DOUTOR, 466 RUA. TAQUARAL. 13076-015 Campinas - SP.",(19) 32525297,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-22.87832,-47.04936
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIN S COLEGIO,35194700,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"VIOLETAS, 95 RUA. VILA MIMOSA. 13050-063 Campinas - SP.",(19) 988387518,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9353215,-47.09170264
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GENIUS COLEGIO,35194712,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MOGI MIRIM, 1283 RUA. JARDIM NOVO CAMPOS ELISEOS. 13050-543 Campinas - SP.",(19) 32670357,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9445402,-47.0993477
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUZ DO SABER ESCOLA DE EDUCACAO INFANTIL,35196332,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"POMPILIO MORANDI, 226 RUA. VILA PROOST DE SOUZA. 13033-710 Campinas - SP.",(19) 32429576,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.9059,-47.09501
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ELEFANTINHO AZUL ESCOLA INFANTIL,35196368,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA ENGENHEIRO CARLOS STEVENSON, 915 NOVA CAMPINAS. 13092-132 Campinas - SP.",(19) 32710969,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9224039,-47.0424554
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CASA DE ESCOLA ESCOLA DE EDUCACAO INFANTIL,35196381,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO AUGUSTO DE TOLEDO PROFESSOR, 251 RUA. VILA PROOST DE SOUZA. 13033-720 Campinas - SP.",(19) 32424055,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9020881223803,-47.093707531814
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSOCIACAO DOUGLAS ANDREANI ADA,35266673,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JOSE PAULINO, 1395 RUA. CENTRO. 13013-001 Campinas - SP.",(19) 32691628,Privada,Comunitária,Sim,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Infantil,,-22.9370660166667,-47.0774565833333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RECANTO INFANTIL GIRASSOL LTDA,35292000,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"DAS HORTENCIAS, 281 RUA. CHACARA PRIMAVERA. 13087-440 Campinas - SP.",,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8615952,-47.0527733
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,WALDORF JD DAS AMORAS ESCOLA,35292424,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DOUTOR JESUINO MARCONDES MACHADO, 945 JARDIM PLANALTO. 13092-001 Campinas - SP.",(19) 971565473,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8980251,-47.0437263
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PANDINHA BERCARIO E MATERNAL,35295528,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAQUIM ULISSES SARMENTO, 545 RUA. JARDIM AURELIA. 13033-080 Campinas - SP.",(19) 32132745,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9078731918591,-47.0971132660348
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SEMEAR COLEGIO,35297641,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ATERLA, 83 83 93 E 103. PARQUE UNIVERSITARIO DE VIRACOPOS. 13056-483 Campinas - SP.",(19) 32665124,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9681183,-47.1402517
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALEGRIA DE SABER CENTRO EDUCACIONAL,35299467,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA SANTA BARBARA DO RIO PARDO, 264 274284. JARDIM NOVA EUROPA. 13040-076 Campinas - SP.",(19) 32780646,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9442016,-47.0620646
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FARROUPILHA COLEGIO UNIDADE II,35299996,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FERNAO LOPES, 1420 RUA. PARQUE TAQUARAL. 13087-051 Campinas - SP.",(19) 32417811,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8691846,-47.0606593
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PIK NIK ESCOLA DE EDUCACAO INFANTIL,35301673,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"SILVIO RIZZARDO, 1273 RUA. JARDIM PAULICEIA. 13060-077 Campinas - SP.",(19) 30257704,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.922928,-47.1060617
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VIVENDO E APRENDENDO UNIDADE III COLEGIO,35303847,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"CASTELNUOVO, 760 RUA. JARDIM GARCIA. 13061-085 Campinas - SP.",(19) 32291933,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9137447,-47.111045
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL CORACAO DE MARIA CECOM,35307661,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JOSE CASONATO, 160 RUA. CIDADE SATELITE IRIS. 13059-675 Campinas - SP.",(19) 32292890,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9399085137993,-47.1372493542731
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEQUENO PARAISO LAR,35307671,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"SANTA ERNESTINA, 243 JARDIM GUARANI. 13100-202 Campinas - SP.",(19) 32945938,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.91224476,-47.03619371
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EUCLIDES FAICARE COLEGIO,35308158,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"PEDREIRA, 1008 RUA. JARDIM NOVO CAMPOS ELISEOS. 13050-544 Campinas - SP.",(19) 32271419,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.94549695,-47.10024278
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDUCARTE DE CAMPINAS EEIEF,35367746,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JANANAYRA, 912 RUA. VILA AEROPORTO. 13054-132 Campinas - SP.",(19) 992340432,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.97282558,-47.12493399
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DOMBOSQUINHO,35376863,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOSE PAULINO, 479 RUA. CENTRO. 13013-000 Campinas - SP.",(19) 32312644,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.91016132,-47.05885924
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CIRANDINHA INSTITUTO EDUCACIONAL,35386029,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ATERLA, 40 RUA. PARQUE UNIVERSITARIO DE VIRACOPOS. 13056-487 Campinas - SP.",(19) 32665044,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.96773899,-47.14001767
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL FITEL,35401894,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ALADINO SELMI COMENDADOR, 2211 AVENIDA. PARQUE CIDADE CAMPINAS. 13069-036 Campinas - SP.",(19) 32460035,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8499145,-47.1238485
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INOVAR COLEGIO,35420323,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FRANCISCO DE PAULA OLIVEIRA NAZARETH, 608 AVENIDA. PARQUE INDUSTRIAL. 13031-440 Campinas - SP.",,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9190079,-47.0856509
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OFICINA DO ESTUDANTE COLEGIO,35437153,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FELIPE DOS SANTOS, 37 RUA. JARDIM GUANABARA. 13073-270 Campinas - SP.",(19) 32416688,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.85477943,-47.05141037
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,THEMAEDUCANDO ESCOLA,35437670,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"PIEDADE, 185 RUA. CHACARA DA BARRA. 13090-749 Campinas - SP.",(19) 32534125,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8877862,-47.0371159
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BATISTA VISTA ALEGRE COLEGIO,35438674,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOSE ROBERTO LUCAS PROFESSOR, 10 RUA. JARDIM VISTA ALEGRE. 13056-520 Campinas - SP.",(19) 36662275,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.969855,-47.14833667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CANTINHO DO APRENDIZ CEIEF,35438765,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JUAREZ TAVORA MARECHAL, 58 AVENIDA. JARDIM CAMPOS ELISEOS. 13060-866 Campinas - SP.",(19) 32014590,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9292675,-47.0996544
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO JACARANDA DE EDUCACAO INFANTIL,35439381,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MAESTRO FRANCISCO MANOEL DA SILVA, 84 CASA 36 48 60 72 96. JARDIM SANTA GENEBRA. 13080-190 Campinas - SP.",(19) 37092828,Privada,Filantrópica,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.85034,-47.07484
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSOCIACAO FRANCISCANAS MISSIONARIAS CORACAO IMACULADO,35440395,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"HARALDO EGIDIO DE SOUZA SANTOS TENENTE, 405 AVENIDA. JARDIM CHAPADAO. 13070-160 Campinas - SP.",(19) 32419521,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8859912,-47.0739599
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,APAS II ASSOCIACAO PRESBITERIANA DE ACAO SOCIAL,35441119,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"SERRA DO UMBUZEIRO, 540 RUA. JARDIM PARANAPANEMA. 13100-239 Campinas - SP.",(19) 32526191,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9147379519418,-47.0333559159189
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PORTAL DO FUTURO COLEGIO,35441867,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"PEROBAS, 497 RUA. VILA BOA VISTA. 13064-763 Campinas - SP.",(19) 32451473,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.89035944,-47.11901746
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARTE E SABER ESCOLA DE EDUCACAO INFANTIL,35448011,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"SETE DE SETEMBRO, 693 RUA. VILA INDUSTRIAL. 13035-350 Campinas - SP.",(19) 32736736,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.91294,-47.06434452
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LEADERS SCHOOL,35448515,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"LEONTINA CARVALHO SIQUEIRA, 38 BAIRRO DAS PALMEIRAS. 13092-580 Campinas - SP.",(19) 33050202,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.8984972,-47.0158541
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMIGOS DA CRIANCA CENTRO ESPIRITA FE E AMOR,35448722,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ROSA AGRITELLI CIPRIANO, 01 RUA. JARDIM MONTE CRISTOPARQUE OZIEL. 13049-103 Campinas - SP.",(19) 32877352,Privada,Comunitária,Sim,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Infantil,,-22.9353063041344,-47.0795402862132
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TURMA DO MICKEY ESCOLA INFANTIL,35448746,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"AMILAR ALVES, 334 RUA. VILA JOAO JORGE. 13041-301 Campinas - SP.",(19) 32316454,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.9192,-47.05852
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO PROGRESSO UNIDADE TAQUARAL,35450856,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JORGE DE FIGUEIREDO CORREA, SN RUA. PARQUE TAQUARAL. 13087-261 Campinas - SP.",(19) 32566868,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.8667754,-47.0491004
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CONTEMPORANEA TEENS ESCOLA,35450984,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"TERESA CRISTINA IMPERATRIZ DONA, 94 AVENIDA. JARDIM GUARANI. 13100-200 Campinas - SP.",(19) 36373650,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-22.91119611,-47.04312008
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TURMA DA GIGI ESCOLA DE EDUCACAO INFANTIL,35460965,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ABOLICAO, 2760 2770. VILA JOAQUIM INACIO. 13045-750 Campinas - SP.",(19) 32768600,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.93194,-47.03669
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ABRACESOLIDARIO ASSOCIACAO DE DESENVOLVIMENTO HUMANO,35462032,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ARACANDIVA, 351 RUA. LOTEAMENTOS ALPHAVILLE. 13098-376 Campinas - SP.",(19) 32621948,Privada,Comunitária,Sim,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Infantil,,-22.81321,-47.01811
